,time,A:SPY,range,relative,time_interval
307,2022/3/11 20:00,431.23,429.17440960640425,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.18165443629084,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.18889926617743,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.196144096064,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.2033889259506,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.2106337558372,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.21787858572384,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.2251234156104,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.232368245497,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.2396130753836,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.2468579052702,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.2541027351568,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.26134756504337,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.26859239492995,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.27583722481654,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.28308205470313,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.2903268845897,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.2975717144763,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.3048165443629,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.3120613742495,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.31930620413607,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.32655103402266,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.33379586390924,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.3410406937959,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.3482855236825,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.35553035356907,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.36277518345565,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.37002001334224,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.37726484322883,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.3845096731154,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.391754503002,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.3989993328886,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.4062441627752,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.41348899266177,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.42073382254836,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.42797865243494,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.43522348232153,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.4424683122081,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.4497131420947,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.4569579719813,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.4642028018679,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.4714476317545,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.4786924616411,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.4859372915277,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.4931821214143,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.5004269513009,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.50767178118747,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.51491661107406,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.52216144096064,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.52940627084723,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.5366511007338,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.5438959306204,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.551140760507,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.5583855903936,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.5656304202802,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.57287525016676,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.58012008005335,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.58736490993994,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.5946097398265,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.60185456971317,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.60909939959976,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.61634422948634,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.62358905937293,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.6308338892595,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.6380787191461,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.6453235490327,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.6525683789193,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.6598132088059,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.66705803869246,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.67430286857905,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.68154769846564,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.6887925283522,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.6960373582388,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.7032821881254,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.710527018012,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.7177718478986,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.72501667778516,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.73226150767175,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.7395063375584,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.746751167445,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.7539959973316,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.76124082721816,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.76848565710475,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.77573048699134,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.7829753168779,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.7902201467645,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.7974649766511,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.8047098065377,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.8119546364243,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.81919946631086,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.82644429619745,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.83368912608404,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.8409339559706,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.8481787858572,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.8554236157438,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.86266844563045,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.86991327551704,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.8771581054036,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.8844029352902,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.8916477651768,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.8988925950634,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.90613742495,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.91338225483656,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.92062708472315,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.92787191460974,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.9351167444963,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.9423615743829,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.9496064042695,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.9568512341561,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.9640960640427,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.97134089392927,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.97858572381585,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.98583055370244,1647000000.0,0.0
307,2022/3/11 20:00,431.23,429.99307538358903,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.0003202134757,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.00756504336226,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.01480987324885,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.02205470313544,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.029299533022,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.0365443629086,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.0437891927952,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.0510340226818,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.0582788525684,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.06552368245497,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.07276851234155,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.08001334222814,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.08725817211473,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.0945030020013,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.1017478318879,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.1089926617745,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.1162374916611,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.1234823215477,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.1307271514343,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.1379719813209,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.1452168112075,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.1524616410941,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.15970647098067,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.16695130086725,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.17419613075384,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.18144096064043,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.188685790527,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.1959306204136,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.2031754503002,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.2104202801868,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.21766511007337,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.22490993995996,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.23215476984655,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.23939959973313,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.2466444296197,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.2538892595063,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.26113408939295,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.26837891927954,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.27562374916613,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.2828685790527,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.2901134089393,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.2973582388259,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.3046030687125,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.31184789859907,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.31909272848566,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.32633755837224,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.33358238825883,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.3408272181454,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.348072048032,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.3553168779186,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.3625617078052,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.3698065376918,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.37705136757836,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.38429619746495,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.3915410273516,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.3987858572382,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.40603068712477,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.41327551701136,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.42052034689794,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.42776517678453,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.4350100066711,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.4422548365577,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.4494996664443,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.4567444963309,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.4639893262175,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.47123415610406,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.47847898599065,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.48572381587724,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.4929686457638,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.5002134756504,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.507458305537,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.5147031354236,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.52194796531023,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.5291927951968,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.5364376250834,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.54368245497,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.5509272848566,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.5581721147432,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.56541694462976,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.57266177451635,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.57990660440294,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.5871514342895,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.5943962641761,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.6016410940627,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.6088859239493,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.6161307538359,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.62337558372246,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.63062041360905,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.63786524349564,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.6451100733822,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.6523549032689,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.65959973315546,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.66684456304205,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.67408939292864,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.6813342228152,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.6885790527018,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.6958238825884,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.703068712475,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.7103135423616,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.71755837224816,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.72480320213475,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.73204803202134,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.7392928619079,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.7465376917945,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.7537825216811,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.7610273515677,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.7682721814543,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.77551701134087,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.7827618412275,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.7900066711141,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.7972515010007,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.8044963308873,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.81174116077386,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.81898599066045,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.82623082054704,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.8334756504336,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.8407204803202,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.8479653102068,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.8552101400934,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.86245496998,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.86969979986657,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.87694462975315,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.88418945963974,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.89143428952633,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.8986791194129,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.9059239492995,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.91316877918615,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.92041360907274,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.9276584389593,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.9349032688459,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.9421480987325,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.9493929286191,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.9566377585057,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.96388258839227,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.97112741827885,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.97837224816544,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.98561707805203,1647000000.0,0.0
307,2022/3/11 20:00,431.23,430.9928619079386,1647000000.0,0.0
307,2022/3/11 20:00,431.23,431.0001067378252,1647000000.0,0.0
307,2022/3/11 20:00,431.23,431.0073515677118,1647000000.0,0.0
307,2022/3/11 20:00,431.23,431.0145963975984,1647000000.0,0.0
307,2022/3/11 20:00,431.23,431.02184122748497,1647000000.0,0.0
307,2022/3/11 20:00,431.23,431.02908605737156,1647000000.0,0.0
307,2022/3/11 20:00,431.23,431.03633088725815,1647000000.0,0.0
307,2022/3/11 20:00,431.23,431.0435757171448,1647000000.0,0.0
307,2022/3/11 20:00,431.23,431.0508205470314,1647000000.0,0.0
307,2022/3/11 20:00,431.23,431.05806537691797,1647000000.0,0.0
307,2022/3/11 20:00,431.23,431.06531020680455,1647000000.0,0.0
307,2022/3/11 20:00,431.23,431.07255503669114,1647000000.0,0.0
307,2022/3/11 20:00,431.23,431.07979986657773,1647000000.0,0.0
307,2022/3/11 20:00,431.23,431.0870446964643,1647000000.0,0.0
307,2022/3/11 20:00,431.23,431.0942895263509,1647000000.0,0.0
307,2022/3/11 20:00,431.23,431.1015343562375,1647000000.0,0.0
307,2022/3/11 20:00,431.23,431.1087791861241,1647000000.0,0.0
307,2022/3/11 20:00,431.23,431.11602401601067,1647000000.0,0.0
307,2022/3/11 20:00,431.23,431.12326884589726,1647000000.0,0.0
307,2022/3/11 20:00,431.23,431.13051367578385,1647000000.0,0.0
307,2022/3/11 20:00,431.23,431.13775850567043,1647000000.0,0.0
307,2022/3/11 20:00,431.23,431.145003335557,1647000000.0,0.0
307,2022/3/11 20:00,431.23,431.1522481654436,1647000000.0,0.0
307,2022/3/11 20:00,431.23,431.1594929953302,1647000000.0,0.0
307,2022/3/11 20:00,431.23,431.1667378252168,1647000000.0,0.0
307,2022/3/11 20:00,431.23,431.1739826551034,1647000000.0,0.0
307,2022/3/11 20:00,431.23,431.18122748499,1647000000.0,0.0
307,2022/3/11 20:00,431.23,431.1884723148766,1647000000.0,0.0
307,2022/3/11 20:00,431.23,431.1957171447632,1647000000.0,0.0
307,2022/3/11 20:00,431.23,431.2029619746498,1647000000.0,0.0
307,2022/3/11 20:00,431.23,431.21020680453637,1647000000.0,0.0
307,2022/3/11 20:00,431.23,431.21745163442296,1647000000.0,0.0
307,2022/3/11 20:00,431.23,431.22469646430955,1647000000.0,0.0
313,2022/3/11 20:11,431.4,431.23194129419613,1647000660.0,11.0
313,2022/3/11 20:11,431.4,431.2391861240827,1647000660.0,0.0
313,2022/3/11 20:11,431.4,431.2464309539693,1647000660.0,0.0
313,2022/3/11 20:11,431.4,431.2536757838559,1647000660.0,0.0
313,2022/3/11 20:11,431.4,431.2609206137425,1647000660.0,0.0
313,2022/3/11 20:11,431.4,431.2681654436291,1647000660.0,0.0
313,2022/3/11 20:11,431.4,431.27541027351566,1647000660.0,0.0
313,2022/3/11 20:11,431.4,431.28265510340225,1647000660.0,0.0
313,2022/3/11 20:11,431.4,431.28989993328884,1647000660.0,0.0
313,2022/3/11 20:11,431.4,431.2971447631754,1647000660.0,0.0
313,2022/3/11 20:11,431.4,431.30438959306207,1647000660.0,0.0
313,2022/3/11 20:11,431.4,431.31163442294866,1647000660.0,0.0
313,2022/3/11 20:11,431.4,431.31887925283525,1647000660.0,0.0
313,2022/3/11 20:11,431.4,431.32612408272183,1647000660.0,0.0
313,2022/3/11 20:11,431.4,431.3333689126084,1647000660.0,0.0
313,2022/3/11 20:11,431.4,431.340613742495,1647000660.0,0.0
313,2022/3/11 20:11,431.4,431.3478585723816,1647000660.0,0.0
313,2022/3/11 20:11,431.4,431.3551034022682,1647000660.0,0.0
313,2022/3/11 20:11,431.4,431.3623482321548,1647000660.0,0.0
313,2022/3/11 20:11,431.4,431.36959306204136,1647000660.0,0.0
313,2022/3/11 20:11,431.4,431.37683789192795,1647000660.0,0.0
313,2022/3/11 20:11,431.4,431.38408272181454,1647000660.0,0.0
313,2022/3/11 20:11,431.4,431.3913275517011,1647000660.0,0.0
313,2022/3/11 20:11,431.4,431.3985723815877,1647000660.0,0.0
314,2022/3/11 20:13,431.5,431.4058172114743,1647000780.0,2.0
314,2022/3/11 20:13,431.5,431.4130620413609,1647000780.0,0.0
314,2022/3/11 20:13,431.5,431.4203068712475,1647000780.0,0.0
314,2022/3/11 20:13,431.5,431.42755170113406,1647000780.0,0.0
314,2022/3/11 20:13,431.5,431.43479653102065,1647000780.0,0.0
314,2022/3/11 20:13,431.5,431.4420413609073,1647000780.0,0.0
314,2022/3/11 20:13,431.5,431.4492861907939,1647000780.0,0.0
314,2022/3/11 20:13,431.5,431.4565310206805,1647000780.0,0.0
314,2022/3/11 20:13,431.5,431.46377585056706,1647000780.0,0.0
314,2022/3/11 20:13,431.5,431.47102068045365,1647000780.0,0.0
314,2022/3/11 20:13,431.5,431.47826551034024,1647000780.0,0.0
314,2022/3/11 20:13,431.5,431.4855103402268,1647000780.0,0.0
314,2022/3/11 20:13,431.5,431.4927551701134,1647000780.0,0.0
314,2022/3/11 20:13,431.5,431.5,1647000780.0,0.0
,time,B:QQQ,range,relative,time_interval
0,2022/3/11 0:33,326.95,326.95,1646929980.0,
1,2022/3/11 0:34,327.01,326.95671781187457,1646930040.0,1.0
1,2022/3/11 0:34,327.01,326.96343562374915,1646930040.0,0.0
1,2022/3/11 0:34,327.01,326.97015343562373,1646930040.0,0.0
1,2022/3/11 0:34,327.01,326.9768712474983,1646930040.0,0.0
1,2022/3/11 0:34,327.01,326.9835890593729,1646930040.0,0.0
1,2022/3/11 0:34,327.01,326.99030687124747,1646930040.0,0.0
1,2022/3/11 0:34,327.01,326.99702468312205,1646930040.0,0.0
1,2022/3/11 0:34,327.01,327.00374249499663,1646930040.0,0.0
4,2022/3/11 0:37,327.24,327.0104603068712,1646930220.0,3.0
4,2022/3/11 0:37,327.24,327.01717811874585,1646930220.0,0.0
4,2022/3/11 0:37,327.24,327.0238959306204,1646930220.0,0.0
4,2022/3/11 0:37,327.24,327.030613742495,1646930220.0,0.0
4,2022/3/11 0:37,327.24,327.0373315543696,1646930220.0,0.0
4,2022/3/11 0:37,327.24,327.04404936624417,1646930220.0,0.0
4,2022/3/11 0:37,327.24,327.05076717811875,1646930220.0,0.0
4,2022/3/11 0:37,327.24,327.0574849899933,1646930220.0,0.0
4,2022/3/11 0:37,327.24,327.0642028018679,1646930220.0,0.0
4,2022/3/11 0:37,327.24,327.0709206137425,1646930220.0,0.0
4,2022/3/11 0:37,327.24,327.07763842561707,1646930220.0,0.0
4,2022/3/11 0:37,327.24,327.08435623749165,1646930220.0,0.0
4,2022/3/11 0:37,327.24,327.0910740493662,1646930220.0,0.0
4,2022/3/11 0:37,327.24,327.0977918612408,1646930220.0,0.0
4,2022/3/11 0:37,327.24,327.1045096731154,1646930220.0,0.0
4,2022/3/11 0:37,327.24,327.11122748498997,1646930220.0,0.0
4,2022/3/11 0:37,327.24,327.11794529686455,1646930220.0,0.0
4,2022/3/11 0:37,327.24,327.1246631087391,1646930220.0,0.0
4,2022/3/11 0:37,327.24,327.1313809206137,1646930220.0,0.0
4,2022/3/11 0:37,327.24,327.1380987324883,1646930220.0,0.0
4,2022/3/11 0:37,327.24,327.1448165443629,1646930220.0,0.0
4,2022/3/11 0:37,327.24,327.1515343562375,1646930220.0,0.0
4,2022/3/11 0:37,327.24,327.1582521681121,1646930220.0,0.0
4,2022/3/11 0:37,327.24,327.16496997998667,1646930220.0,0.0
4,2022/3/11 0:37,327.24,327.17168779186125,1646930220.0,0.0
4,2022/3/11 0:37,327.24,327.1784056037358,1646930220.0,0.0
4,2022/3/11 0:37,327.24,327.1851234156104,1646930220.0,0.0
4,2022/3/11 0:37,327.24,327.191841227485,1646930220.0,0.0
4,2022/3/11 0:37,327.24,327.19855903935957,1646930220.0,0.0
4,2022/3/11 0:37,327.24,327.20527685123415,1646930220.0,0.0
4,2022/3/11 0:37,327.24,327.2119946631087,1646930220.0,0.0
4,2022/3/11 0:37,327.24,327.2187124749833,1646930220.0,0.0
4,2022/3/11 0:37,327.24,327.2254302868579,1646930220.0,0.0
4,2022/3/11 0:37,327.24,327.23214809873247,1646930220.0,0.0
4,2022/3/11 0:37,327.24,327.23886591060705,1646930220.0,0.0
5,2022/3/11 0:38,327.3,327.2455837224816,1646930280.0,1.0
5,2022/3/11 0:38,327.3,327.2523015343562,1646930280.0,0.0
5,2022/3/11 0:38,327.3,327.2590193462308,1646930280.0,0.0
5,2022/3/11 0:38,327.3,327.26573715810537,1646930280.0,0.0
5,2022/3/11 0:38,327.3,327.27245496997995,1646930280.0,0.0
5,2022/3/11 0:38,327.3,327.2791727818546,1646930280.0,0.0
5,2022/3/11 0:38,327.3,327.28589059372916,1646930280.0,0.0
5,2022/3/11 0:38,327.3,327.29260840560374,1646930280.0,0.0
5,2022/3/11 0:38,327.3,327.2993262174783,1646930280.0,0.0
7,2022/3/11 0:40,327.49,327.3060440293529,1646930400.0,2.0
7,2022/3/11 0:40,327.49,327.3127618412275,1646930400.0,0.0
7,2022/3/11 0:40,327.49,327.31947965310206,1646930400.0,0.0
7,2022/3/11 0:40,327.49,327.32619746497664,1646930400.0,0.0
7,2022/3/11 0:40,327.49,327.3329152768512,1646930400.0,0.0
7,2022/3/11 0:40,327.49,327.3396330887258,1646930400.0,0.0
7,2022/3/11 0:40,327.49,327.3463509006004,1646930400.0,0.0
7,2022/3/11 0:40,327.49,327.35306871247496,1646930400.0,0.0
7,2022/3/11 0:40,327.49,327.35978652434954,1646930400.0,0.0
7,2022/3/11 0:40,327.49,327.3665043362241,1646930400.0,0.0
7,2022/3/11 0:40,327.49,327.3732221480987,1646930400.0,0.0
7,2022/3/11 0:40,327.49,327.3799399599733,1646930400.0,0.0
7,2022/3/11 0:40,327.49,327.38665777184787,1646930400.0,0.0
